,total_case_count,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04
"Kanshiram Nagar, UP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kaushambi, UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lakhimpur Kheri, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kushinagar, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lalitpur, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lucknow, UP",223.0,0.30075482923990754,0.274602235392959,0.04794642205273889,0.03922889077042273,0.1133279066701101,0.10896914102895201,0.1133279066701101,0.11768667231126818,0.13512173487590048,0.05666395333505505,0.0871753128231616,0.1133279066701101,0.10896914102895201,0.0915340784643197
"Mahoba, UP",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04565923372391003,0.04565923372391003,0.04565923372391003
"Mahrajganj, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mainpuri, UP",7.0,0.02165446617951336,0.0,0.0,0.01082723308975668,0.01082723308975668,0.01082723308975668,0.01082723308975668,0.01082723308975668,0.0,0.0,0.0,0.02165446617951336,0.02165446617951336,0.02165446617951336
"Mathura, UP",30.0,0.007868148711157902,0.015736297422315804,0.015736297422315804,0.023604446133473702,0.023604446133473702,0.03147259484463161,0.023604446133473702,0.0393407435557895,0.0393407435557895,0.03147259484463161,0.023604446133473702,0.09441778453389481,0.11802223066736851,0.1416266768008422
"Mau, UP",1.0,0.009069595541386833,0.009069595541386833,0.009069595541386833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Meerut, UP",139.0,0.06961758192031398,0.07541904708034014,0.08702197740039247,0.06961758192031398,0.08122051224036629,0.04641172128020932,0.05801465160026164,0.05221318644023549,0.06381611676028781,0.07541904708034014,0.09282344256041863,0.12183076836054946,0.11602930320052328,0.24366153672109891
"Mirzapur, UP",4.0,0.016035065481194277,0.008017532740597138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Moradabad, UP",119.0,0.21788601125716459,0.25559705166705843,0.24302670486376046,0.196935433251668,0.19274531765056865,0.12989358363407888,0.054471502814291146,0.06285173401648979,0.033520924808794546,0.03771104040989387,0.03771104040989387,0.03771104040989387,0.025140693606595908,0.02933080920769523
"Muzaffarnagar, UP",26.0,0.0,0.03382782362656016,0.03382782362656016,0.03382782362656016,0.05799055478838883,0.06282310102075457,0.028995277394194417,0.028995277394194417,0.05315800855602311,0.028995277394194417,0.024162731161828686,0.024162731161828686,0.028995277394194417,0.004832546232365737
"Pilibhit, UP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0098172759513554,0.0098172759513554,0.0098172759513554,0.0098172759513554,0.0098172759513554,0.0,0.0,0.0
"Pratapgarh (Rajasthan), UP",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02303534428049678,0.02303534428049678,0.02303534428049678,0.02303534428049678,0.06910603284149033,0.04607068856099356,0.06910603284149033,0.09214137712198713
"Allahabad, UP",9.0,0.0,0.0,0.0,0.0,0.01006745530637112,0.01006745530637112,0.01006745530637112,0.01006745530637112,0.01006745530637112,0.0,0.0033558184354570406,0.016779092177285203,0.02013491061274224,0.02013491061274224
"Rae Bareli, UP",43.0,0.1938893138785971,0.24089278390977212,0.24089278390977212,0.24089278390977212,0.24089278390977212,0.047003470031175054,0.0,0.005875433753896882,0.005875433753896882,0.005875433753896882,0.005875433753896882,0.005875433753896882,0.0,0.0
"Rampur, UP",25.0,0.08563850786889429,0.08563850786889429,0.08563850786889429,0.01712770157377886,0.042819253934447146,0.03425540314755772,0.042819253934447146,0.042819253934447146,0.06851080629511544,0.03425540314755772,0.03425540314755772,0.03425540314755772,0.03425540314755772,0.00856385078688943
"Saharanpur, UP",204.0,0.1096925491047356,0.25979814261647904,0.25979814261647904,0.2944378949653429,0.5022764090585261,0.6235155422795499,0.47340994876780623,0.47340994876780623,0.3348509393723508,0.15587888556988747,0.06350621263958378,0.12123913322102356,0.12123913322102356,0.1327857173373115
"Sambhal, UP",21.0,0.009021118438263977,0.0,0.009021118438263977,0.009021118438263977,0.04510559219131988,0.05412671062958385,0.05412671062958385,0.05412671062958385,0.09021118438263977,0.05412671062958385,0.05412671062958385,0.05412671062958385,0.06314782906784783,0.027063355314791926
"Sant Kabir Nagar, UP",27.0,0.0,0.0,0.011666569445254623,0.011666569445254623,0.22166481945983782,0.22166481945983782,0.22166481945983782,0.23333138890509245,0.23333138890509245,0.023333138890509246,0.05833284722627311,0.06999941667152773,0.04666627778101849,0.05833284722627311
"Shahjahanpur, UP",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Shamli, UP",24.0,0.015688550887775873,0.015688550887775873,0.0,0.015688550887775873,0.015688550887775873,0.015688550887775873,0.015688550887775873,0.015688550887775873,0.0,0.0,0.0,0.0,0.0,0.0
"Shrawasti, UP",6.0,0.0,0.0,0.05383024631823545,0.05383024631823545,0.05383024631823545,0.07177366175764727,0.07177366175764727,0.017943415439411817,0.017943415439411817,0.017943415439411817,0.0,0.017943415439411817,0.017943415439411817,0.03588683087882363
"Siddharthnagar, UP",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015664614341111074,0.015664614341111074,0.03132922868222215,0.03132922868222215
"Sitapur, UP",16.0,0.01340948130785353,0.01340948130785353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sonbhadra, UP",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sultanpur, UP",2.0,0.005275761411076251,0.010551522822152501,0.010551522822152501,0.010551522822152501,0.005275761411076251,0.005275761411076251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Unnao, UP",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00642963805959953,0.01285927611919906,0.01285927611919906,0.01285927611919906
"Varanasi, UP",63.0,0.03258926607343339,0.038020810419005624,0.02172617738228893,0.05974698780129456,0.05974698780129456,0.11406243125701689,0.09776779822030017,0.1683778747127392,0.14665169733045028,0.19010405209502812,0.13035706429373356,0.13035706429373356,0.07604162083801125,0.05974698780129456
"Almora, UT",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bageshwar, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Chamoli, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Champawat, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dehradun, UT",33.0,0.07064807837226827,0.047098718914845523,0.05887339864355689,0.03532403918613414,0.011774679728711381,0.047098718914845523,0.047098718914845523,0.07064807837226827,0.07064807837226827,0.07064807837226827,0.03532403918613414,0.05887339864355689,0.023549359457422762,0.023549359457422762
"Hardwar, UT",7.0,0.020757342001599354,0.020757342001599354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nainital, UT",10.0,0.020939601812531933,0.0,0.0,0.020939601812531933,0.020939601812531933,0.020939601812531933,0.020939601812531933,0.020939601812531933,0.0,0.0,0.0,0.0,0.0,0.0
"Pauri Garhwal, UT",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pithoragarh, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rudraprayag, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tehri Garhwal, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Udham Singh Nagar, UT",8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012133220332607969,0.03639966099782391,0.03639966099782391,0.03639966099782391,0.048532881330431876,0.03639966099782391
"Uttarkashi, UT",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Alipurduar, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bankura, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Birbhum, WB",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01713117368240574,0.01713117368240574
"Koch Bihar, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dakshin Dinajpur, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Darjiling, WB",6.0,0.010857562889718649,0.010857562889718649,0.010857562889718649,0.010857562889718649,0.0,0.0,0.0,0.010857562889718649,0.010857562889718649,0.010857562889718649,0.010857562889718649,0.021715125779437298,0.043430251558874595,0.043430251558874595
"Hugli, WB",41.0,0.007245866188053052,0.010868799282079579,0.010868799282079579,0.010868799282079579,0.014491732376106105,0.010868799282079579,0.007245866188053052,0.014491732376106105,0.01811466547013263,0.010868799282079579,0.014491732376106105,0.01811466547013263,0.11593385900884884,0.11593385900884884
"Haora, WB",257.0,0.049570000896390846,0.06609333452852113,0.06609333452852113,0.08261666816065143,0.09914000179278169,0.11566333542491197,0.1280558356490097,0.13218666905704227,0.11153250201687942,0.1280558356490097,0.10740166860884685,0.09914000179278169,0.7187650129976673,0.7972508477502863
"Jalpaiguri, WB",4.0,0.0,0.0,0.0,0.0,0.0,0.0051683926944769264,0.0051683926944769264,0.0051683926944769264,0.0051683926944769264,0.0051683926944769264,0.0,0.0,0.01550517808343078,0.01550517808343078
"Jhargram, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kalimpong, WB",7.0,0.0,0.0,0.0,0.23843396571319572,0.23843396571319572,0.23843396571319572,0.317911954284261,0.317911954284261,0.1589559771421305,0.1589559771421305,0.1589559771421305,0.1589559771421305,0.1589559771421305,0.07947798857106525
"Kolkata, WB",682.0,0.1337292014873362,0.16493268183438128,0.17384796193353702,0.17384796193353702,0.18276324203269276,0.18276324203269276,0.16939032188395917,0.16939032188395917,0.19613616218142643,0.18722088208227067,0.19613616218142643,0.23179728257804938,2.384837426524162,2.442786747168674
"Maldah, WB",3.0,0.005002538788435131,0.005002538788435131,0.005002538788435131,0.0,0.0,0.0,0.005002538788435131,0.005002538788435131,0.005002538788435131,0.005002538788435131,0.005002538788435131,0.0,0.005002538788435131,0.005002538788435131
"Paschim Medinipur, WB",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Murshidabad, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nadia, WB",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007739207288475857,0.007739207288475857
"North Twenty Four Parganas, WB",135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2419950228367926,0.25984711468540844
"Paschim Bardhaman, WB",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02081865184656237,0.02081865184656237
"Purba Bardhaman, WB",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008272099119600492,0.008272099119600492
"Purba Medinipur, WB",44.0,0.03169301601380185,0.02716544229754445,0.02716544229754445,0.03169301601380185,0.04074816344631667,0.04074816344631667,0.058858458311346305,0.0543308845950889,0.04980331087883149,0.04527573716257408,0.04980331087883149,0.03169301601380185,0.08602390060889076,0.08602390060889076
"Puruliya, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"South Twenty Four Parganas, WB",22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04415457240221479,0.05151366780258393
"Uttar Dinajpur, WB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
